original_title,overview,genre names,keywords
trade of innocents,streets tourist town presentday southeast asia filthy cinder block bed soiled sheets little girl waits alex dermot mulroney human trafficking investigator plays role customer negotiates pimp child claire mira sorvino alexs wife caught flow life southeast asia role volunteer aftercare shelter rescued girls lives local neighborhood girls freedoms dignity threatened parallel story lines intertwine unfold twists backdrop dangerous human trafficking world story struggle life hope redemption trade innocents,drama thriller,nan
ต้มยำกุ้ง,bangkok kham raised father jungle elephants family elephant baby kern stolen criminals kham animals sent sidney travels australia locates baby elephant restaurant owned evil madame rose leader international thai mafia support efficient thai sergeant mark involved conspiracy kham fights rescue animal mobsters,action crime drama thriller,buddhism elephant sydney australia fighter tempel gang animal
stiff upper lips,stiff upper lips broad parody british period films especially lavish merchantivory productions eighties nineties specifically targets view chariots fire maurice passage india films stiff upper lips satirises popular perceptions edwardian traits propriety sexual repression xenophobia class snobbery,comedy,italy victorian england woman
bend it like beckham,jess bhamra daughter strict indian couple london permitted play organized soccer 18 jess playing fun day impressive skills seen jules paxton convinces jess play semipro team jess elaborate excuses hide matches family dealing romantic feelings coach joe,comedy drama romance,london england tradition indian lead culture clash immigration role women sikh womens soccer soccer family woman director
sunshine state,woman husband returns hometown roots coastal northern florida deal family business encroaching real estate development,drama,independent film
crossover,clock strikes midnight money changes hands crowd feet court alive fastpaced razzledazzle basketball players dont play school pro team play street undergroundway underground,action adventure drama,street gang black people sport school sports
khiladi 786,8th installment khiladi series,action comedy,nan
[rec]�,action continues rec medical officer swat team outfitted video cameras sent sealed apartment control situation,thriller horror,religion supernatural blood sample occult swat team gas mask night vision freezer found footage
standing ovation,girls competing nation teen music video competition,comedy music family,nan
the sting,set 1930s intricate caper deals ambitious smalltime crook veteran con seek revenge vicious crime lord murdered gang,comedy crime drama,chicago bet horse race repayment con mafia boss violence ragtime reference mutt jeff track betting sting operation alley 1930s 20th century
chariots of fire,true story british athletes preparing competing 1924 summer olympics,drama history,underdog scotland jewry patriotism olympic games jew olympian sports team ambition
diary of a mad black woman,charles mccarter wife helen celebrate 18thwedding anniversary helen comes home clothes packed uhaul van parked driveway charles divorcing helen moves grandmother madea woman doesnt lip madea helps helen tough times life,comedy drama romance,nan
shine,pianist david helfgott driven father teachers breakdown returns piano popular critical acclaim,drama,letter jumping child prodigy pool pianist concert hall breakdown
don jon,jersey guy dedicated family friends church develops unrealistic expectations watching porn happiness intimacy potential true love,romance comedy drama,pornography sex sex addiction male female relationship internet porn male masturbation masturbation
high plains drifter,gunfighting stranger comes settlement lago gunning gunmen tried kill townsfolk decide hire stranger hold outlaws,western,gunslinger desperation outlaw
ghost world,quirky girl tries figure graduated school forms friendship eccentric 40yearold record collector playing prank friend,comedy drama,school friends art class record collector plaster personal ad blues music nunchaku prank telephone call aftercreditsstinger
iris,true story lifelong romance novelist iris murdoch husband john bayley student days battle alzheimers disease,drama romance,based novel love love ones life retiree aging alzheimer pflegen love author shortterm memory photographic memory
galaxina,galaxina lifelike voluptuous android assigned oversee operations intergalactic space police cruiser captained incompetent cornelius butt mission requires ships crew placed suspended animation decades galaxina developing emotions falling love ships pilot thor,comedy science fiction,android harley davidson cryogenics space travel love parody spaceship space alien motorcycle exercise lasers force field meta film forcefield motorbike cryonics
les choristes,set 1940s france teacher school disruptive boys hope inspiration,drama,penalty choir diary musical boys choir dormitory music boarding school children principal boys boarding school 1940s
mambo italiano,sweet comic film italian comes closet affect life crazy family family movie stereotypes homosexuals italians â called critics gay fat greek wedding,comedy romance,gay father son relationship sex italoamerican lovesickness italian canada love coming macho based play gay relationship family family feud lgbt emigrant
wonderland,afternoon july 1 1981 los angeles police responded distress call wonderland avenue discovered grisly quadruple homicide police investigation followed uncovered versions events leading brutal murders involving legendary porn actor john holmes youre experience versions,crime drama mystery thriller,robbery junkie investigation porno star murder los angeles violence drug
do the right thing,hottest day street bedfordstuyvesant section brooklyn everyones hate bigotry smolders builds explodes violence,drama,black people italoamerican police brutality sun glasses culture clash street war heat restaurant critic radio transmission punk chaos police operation pizzeria pizza money racism hip hop culture
harvard man,college time experimentation sexual cultural otherwise harvard plays background love sex basketball crime experimentation action philosophy peoples quest discover true identity,drama,gambling sex college basketball mafia drug
le havre,marcel marx former bohemian struggling author literary ambitions relocated port city le havre leads simple life based wife arletty favourite bar profitable profession shoeshiner arletty suddenly seriously ill marcels path crosses underage illegal immigrant africa marcels help hide police,drama comedy,poverty policeman shoe shiner northern france
irr�versible,events course traumatic night paris unfold reversechronological beautiful alex brutally raped beaten stranger underpass boyfriend exlover matters own hands hiring criminals help rapist exact revenge simultaneously beautiful terrible examination destructive nature cause effect time destroys,drama thriller crime mystery,paris prostitute rape sex nudity trauma knife assault police love revenge unsimulated sex cruelty brutality violence drug dark evil boyfriend rape revenge underpass french extremism
r100,ruthless dominatrixes pursue mildmannered salesman unbreakable contract secret bondage club,comedy drama,dominatrix bdsm
rang de basanti,idealistic english filmmaker sue arrives india film indian revolutionaries bhagat singh chandrashekhar azad contemporaries fight freedom british raj owing lack funds recruits students delhi university act docudrama dj passed five university doesnt theres real world look forward karan son industrialist rajnath singhania shares uncomfortable relationship father continues live albeit grudgingly aslam middle class muslim boy lives bylanes near jama masjid poet philosopher guide friends sukhi baby innocent vulnerable weakness girls laxman pandey,drama,delhi india students movement war independence student celebration
animals,animals tells story jude bobbie couple exist homelessness fantasy imaginations masterfully con steal attempt stay step ahead addiction ultimately forced reality situation hospitalized,drama,nan
salvation boulevard,set world megachurches former deadheadturnedborn againchristian run fundamentalist megachurch protect largerthanlife pastor,comedy thriller action drama,pastor church service spirituality religion
the ten,ten stories inspired ten commandments,comedy,independent film ventriloquist dummy multiple storylines sabbath brain scan radiation sickness parachutist rubiks cube
a room for romeo brass,twelveyearold boys romeo gavin undergo extraordinary test character friendship morell naive eccentric dangerous stranger comes morell befriends boys help pursue romeos beautiful elder sister gradually violent rejects,drama comedy foreign,rejection friendship youth
hodejegerne,accomplished headhunter risks obtain valuable painting owned former mercenary,thriller crime,death lover art thief art gallery police investigation
grabbers,sinister shores erin island unbeknownst quaint population sleepy fishing village resting irelandâs coast fishermen missing rash whale carcasses suddenly washing beach murders start itâs mismatched cops â irresponsible alcoholic partner bythebook woman mainland â protect townsfolk giant bloodsucking tentacled aliens prey weapon discover booze survive creaturesâ onslaught drunk,science fiction comedy thriller horror,monster ireland drunk beheaded
saint ralph,canadian comedydrama set hamilton ontario 1954 sweet times goofy story increasingly poignant minutes tick fictional tale wayward 9th grader ralph adam butcher secretly living own widowed hospitalized mother remains immersed coma frequently trouble father fitzpatrick gordon pinsent principal allboys catholic school ralph considered joke peers decides pull miracle save mother ie winning boston marathon coached priest former runner father hibbert campbell scott cynicism lifted boys pure hope ralph applies unlikely mission fending naysayers getting help challenging path sundry allies friends,comedy drama,sport independent film
miss julie,course midsummer night fermanagh 1890 unsettled daughter angloirish aristocracy encourages fathers valet seduce,drama,love triangle love irish valet woman director 19th century
somewhere in time,writer richard collier met night play lady begs mystified tries learns famous stage actress 1900s becoming obsessed manages â selfhypnosis â travel time meets fall love matching appreciated manager love outlast immense caused time difference richard remain time,science fiction drama fantasy romance,time travel playwright 1910s
dum maaro dum,hurtle bylanes beach shacks raves goa lorry life spirals control joki tries redeem past kamath goes noholdsbarred mysterious shadow figure punctuated soundtrack moves pulsating dance tracks haunting konkani songs shot midst teeming international tourist hotspots dum maaro dum takes dramatic thrilling trip filled twists suspense shocking finale,drama action crime foreign,goa drug bust rave party
insidious: chapter 2,haunted lambert family seeks uncover mysterious childhood secret left dangerously connected spirit world,horror thriller,haunted house possession demon family ghost bride black
saw ii,murder victim discovered signs jigsaws hand detective eric matthews begins investigation apprehends jigsaw little effort jigsaw getting caught plan eight victims fighting lives time matthews join game,horror,riddle serial killer
10 cloverfield lane,car accident michelle awakens mysterious bunker named howard emmett howard offers pair crutches help remain mobile leg injury sustained car crash tells leaving bunker information alien attack outside world poisoned howard emmetts intentions soon questionable michelle faced question,thriller science fiction drama,kidnapping bunker paranoia basement survivalist apocalypse car accident captive
jackass: the movie,johnny knoxville crazy friends appear screen time jackass movie wander japan panda outfits wreak havoc civilized golf course stunts involving live alligators johnny knoxvile pals life risk entertaining people time ready jackass movie,documentary comedy,disgust pain stunts music video stuntman stupidity shocking
lights out,rebecca left home left childhood fears growing wasnât real lights outâ¦and little brother martin experiencing unexplained terrifying events tested sanity threatened safety frightening entity mysterious attachment mother sophie reemerged,horror thriller,suicide darkness basement based short story fear dark ghost
paranormal activity 3,1988 evil begins terrorize sisters katie kristi time invisible entity resides home,horror,witch sister sister relationship sequel prequel haunting found footage
ouija,friends confront terrifying fears awaken dark powers ancient spirit board,horror,death friend swimming pool ouija ouija board teenager based board game ghost spiritualism supernatural horror
a nightmare on elm street 3: dream warriors,freddy kruegers victim nancy facetoface freddy sadistic evil nancys grown shes frightening nightmares helping teens cope dreams bad freddys decided herald return invading kids dreams scaring committing suicide,horror thriller,therapy nightmare hypnosis trapped alcoholic mental illness catholicism disfigurement sleepwalking mental hospital psychotherapist dreams
no se aceptan devoluciones,valentin acapulcos resident playboy former fling leaves baby doorstep heading mexico,comedy drama,bachelor vespa
paranormal activity 4,five disappearance katie hunter suburban family witness strange events neighborhood woman mysterious child move,horror,garage poltergeist webcam imaginary friend bathtub tricycle found footage laptop computer videotape evil child levitation aftercreditsstinger neighbor neighbor relationship adopted child
the robe,marcellus tribune time christ charge assigned crucify jesus drunk wins jesus homespun robe crucifixion tormented nightmares delusions event hoping live believing jesus returns palestine try learn killed,drama,crucifixion ancient rome
the return of the pink panther,famous pink panther jewel stolen inspector clouseau called catch thief inspector convinced phantom returned utilises resources â asian manservant â reveal identity phantom,comedy,robbery diamant cã´te dazur inspector panther
freddy's dead: the final nightmare,safe sleep freddy krueger returns sixth installment nightmare elm street films psychologist maggie burroughs tormented recurring nightmares meets patient horrific dreams quest answers leads house elm street nightmares reality,horror thriller comedy,amnesia nightmare alternate dimension psychologist memory loss youth killer disfigurement duringcreditsstinger woman director halfway house dreams memories
monster,aileen wuornos emotionally scarred highway hooker shoots sadistic trick rapes ultimately americas female serial killer,crime drama,female nudity prostitute rape sexual abuse desperation death penalty motel job interview based true story murder betrayal serial killer poverty prostitution heartbreak mental illness woman director ugly
"20,000 leagues under the sea",ship sent investigate wave mysterious sinkings encounters advanced submarine nautilus commanded captain nemo,adventure drama science fiction,diving ocean submarine jules verne captain atlantis deep sea war ship diving suit harpoon ship war scuba diving underwater scuba captain nemo giant squid
paranormal activity: the marked ones,seventeenyearold jesse hearing terrifying sounds coming neighborâs apartment camera sets uncover source encounters ancient evil wonât rest itâs claimed soul,horror thriller,supernatural demon found footage
the elephant man,victorian surgeon rescues heavily disfigured mistreated owner sideshow freak monstrous faã§ade revealed person intelligence sensitivity based true story joseph merrick called john merrick film severely deformed 19th century london,drama history,exploitation biography hospital curiosity sideshow disfigurement physical deformity freak 19th century dignity
dallas buyers club,loosely based truelife tale ron woodroof drugtaking womenloving homophobic 1986 diagnosed hivaids thirty days live,drama history,women aids biography based true story hiv drug 1980s
the lazarus effect,medical researcher frank fiancee zoe team achieved impossible found revive dead successful unsanctioned experiment lifeless animal ready public dean learns theyve shuts zoe killed attempt recreate experiment leading frank test process zoe revived evil,thriller horror,terror experiment afterlife paranormal violence death evil researcher possesion
memento,suffering shortterm memory loss head injury leonard shelby embarks grim quest lowlife murdered wife gritty complex thriller packs knots hangmans noose carry plan shelby snaps polaroids people jotting contextual notes photos aid search jog memory tattoos own body desperate bid remember,mystery thriller,individual insulin tattoo waitress amnesia motel insurance salesman revenge memory loss polaroid flashback neonoir
oculus,woman tries exonerate brothers murder conviction proving crime committed supernatural phenomenon,horror,hallucination supernatural mirror skepticism ghost
clerks ii,calamity dante randalls shops sends looking horizons ultimately settle moobys fictional disneymcdonaldsstyle fastfood empire,comedy,independent film aftercreditsstinger duringcreditsstinger
billy elliot,set background 1984 miners strike billy elliot 11 boy stumbles boxing ring onto ballet floor trials triumphs strives conquer familys set inner conflict standing toes,drama comedy music,workers quarter dancing class strike northern england scholarship ballet
the way way back,course summer break teenager comes own thanks friendship strikes parks managers,comedy drama,shyness beach bicycle conversation friendship step father vacation job neighbor summer teenager water park awkwardness
house party 2,kidnplay leave neighborhood enter world adulthood education play attempts rich quick music business kid challenges college,comedy,nan
the man from snowy river,jim craig lived 18 mountains australia fathers farm death father forces low lands earn money farm feet kirk douglas plays roles twin brothers havent spoken whom jims fathers friend whom father girl marry,family drama action western romance,regret river horse ranch australia brumby brumbies colt stockman clancy overflow
doug's 1st movie,doug pal skeeter sets monster lucky duck lake hand blurts monster real,animation family comedy,journalism dance daydream friendship pollution cartoon title kids family valentine
the apostle,happy life spins control preacher texas changes name goes louisiana starts preaching radio,drama,christianity coma jealousy radio station texas apostle minister louisiana forgiveness independent film preacher
mommie dearest,biographical film glamorous lonely star joan crawford takes orphans unconventional family happy joans attempts romantic fulfillment sour fired contract mgm studios callous abusive behavior towards daughter christina pronounced christina leaves home takes acting role mothers presence overshadowing,drama,ax biography sociopath lawyer mansion docudrama perfection adopted child
our idiot brother,sibling little bit curve comes getting life sisters liz miranda natalie person perennially upbeat brother ned erstwhile organic farmer willingness rely honesty mankind lessthanoptimum strategy tidy troublefree existence ned utterly lacking common sense brother girlfriend dumps boots farm sisters rescue liz miranda natalie housing ned brothers unfailing commitment honesty creates messes comfortable routines lives begins unravel neds family comes realize maybe believing trusting people ned isnt idiot,comedy drama,brother sister relationship sister sister relationship family clan idealist duringcreditsstinger
race,based incredible true story jesse owens legendary athletic superstar quest track field athlete history thrusts onto world stage 1936 olympics adolf hitlers vision aryan supremacy starring stephan james jason sudeikis jeremy irons carice van houten william hurt race enthralling film courage determination tolerance friendship inspiring drama mans fight olympic legend,action drama,olympic games biography sport historical figure nazi germany racism african american track field
the players club,single mother diana struggles provide child pay college education shoe store meets strippers nearby gentlemens club convince theres fast money stripping players club diana danger heartbreak,drama,strip club stripper dominatrix cat fight
"as above, so below",team explorers ventures catacombs lie beneath streets paris uncover dark secret lies city dead,horror thriller,paris treasure catacombs scientist singing car archaeologist loss friend subjective camera found footage thick accent female archeologist burning car philosophers stone french accent rapping car
addicted,gallerist risks family flourishing career enters affair talented painter slowly loses control life,drama thriller,infidelity obsession lie sin interracial relationship cheating wife lust attraction deceit temptation hipersexualidad faithful husband
eve's bayou,story set 1962 louisiana batiste family headed charming doctor louis married beautiful roz weakness attractive women patients day louis flirting married sexy metty mereaux knowing observed idealistic daughter eve accident eve forget incident traumatic naivete shares secret sister cisely lies start roll,drama,sister sister relationship menstruation superstition independent film curse mother daughter relationship tavern aunt niece relationship father daughter relationship black cast woman director
still alice,alice howland happily married grown children renowned linguistics professor starts forget words receives devastating diagnosis alice family bonds tested,drama,mother professor illness
the egyptian,eighteenthdynasty egypt sinuhe poor orphan brilliant physician friend horemheb appointed service pharoah sinuhes personal triumphs tragedies played larger canvas turbulent events 18th dynasty sinuhe drawn court intrigues learns answers questions sought birth,history drama,egypt
nighthawks,international terrorist york grip panic det sgt deke dasilva,action crime thriller,nan
friday the 13th part viii: jason takes manhattan,apples trouble indestructible psychofiend jason vorhees hits road york city shocking return beyond grave diabolical jason ships abroad teenfilled love boat bound york soon transforms ultimate voyage damned terrified victims escapes nightmarish maze manhattans subways sewers confront jason final time,horror thriller,york boat mask psychopath school sewerage times square serial killer teenager jason vorhees
my big fat greek wedding,greek woman falls love nongreek struggles family accept comes terms heritage cultural identity,comedy drama romance,usa parents kids relationship greece culture clash midlife crisis restaurant bad motherinlaw motherinlaw parentsinlaw soninlaw fatherinlaw patriarch bad fatherinlaw greek wedding family xenophobia
spring breakers,college girls rob restaurant fund spring break florida entangled weird dude own criminal agenda,drama crime,female nudity sex florida drug dealer nudity female friendship party art house drug spring break adult
halloween: the curse of michael myers,six ago michael myers terrorized town haddonfield illinois niece jamie lloyd disappeared jamie kidnapped bunch evil druids protect michael myers six jamie escaped giving birth michaels child runs haddonfield dr loomis help,horror thriller,mass murder nudity halloween attempt escape cult psychopath escape agent murder escape slasher doctor niece death evil michael myers psychiatric murder hunt halloween night
y tu mam� tambi�n,mexico teenage boys attractive woman embark road trip learn life friendship sex,drama romance,mexico sex beach sex male friendship road trip coming age teenager lgbt mexican cinema
shaun of the dead,shaun lives supremely uneventful life revolves girlfriend mother local pub gentle routine threatened dead return life strenuous attempts snack ordinary londoners,horror comedy,record collection flower cheese pub surrey romantic comedy zombie english tv film cricket bat broken bottle survival horror british pub english pub youve red
the haunting of molly hartley,teenage molly hartley moves town shes haunted terrifying visions dark secrets past evil lurks beneath lush surfaces privateschool world holds rights soul eve 18th birthday molly discover truth destined,drama horror,nan
lone star,skeleton murdered predecessor found sheriff sam deeds unearths longburied secrets texas border town,drama mystery romance,sheriff family secrets neowestern dark secrets
halloween 4: the return of michael myers,legend creepy maskedman michael myers comes life fourth installment successful horror franchise time michaels niece jamie cant escape crazy uncle michael loose jamie enlists help dr loomis stop murderer time michaels madness,horror thriller,sheriff scissors ambulance halloween twist knife sequel murder serial killer masked killer blood niece evil michael myers october
april fool's day,eight college friends gather island mansion belonging heiress muffy st john celebrate final school soon discover hidden secret past revealed soon dead,horror mystery,island party murder teen movie slasher april fools day holiday horror canuxploitation elimination derby college friends
diner,set 1959 diner five resist adulthood seek refuge beloved diner mundane childish titillating details lives shared golden moments pass shoulder responsibilities leaving diner,comedy drama,diner baltimore maryland fake accident gambling debt twenty 1950s
lone wolf mcquade,archetypical renegade texas ranger wages war drug kingpin automatic weapons wits martial arts gun battle leaves partner dead inevitably culminates martial arts showdown drug lord ranger involving woman love,action crime drama romance thriller western,martial arts kung fu texas fbi wheelchair texas ranger weapon gun battle drug father daughter relationship killing dog
apollo 18,officially apollo 17 manned mission moon 1973 american astronauts sent secret mission moon funded department defense actual footage astronauts captured mission nasa denies authenticity real reason weve gone moon,horror thriller science fiction,moon nasa infection barbecue moon landing hammer alien mockumentary astronaut alien infection found footage
sunshine cleaning,single mother slacker sister unexpected lives offbeat dramatic comedy raise tuition send son private school mom starts unusual business â biohazard removalcrime scene cleanup service,comedy drama,suicide single parent sister sister relationship cleaning lady mexico teamwork family business crime scene woman director
no escape,overseas home american family soon themselves caught middle coup frantically look safe escape environment foreigners immediately executed,action thriller,hotel revolution race time engineer coup survival rebellion execution american family american abroad embassy foreign
the beastmaster,dar son king hunted priest birth grows family grown father murdered savages discovers ability communicate animals leads quest revenge fathers killers,action fantasy,sword fight animal
solomon and sheba,rule king david israel united prosperous surrounded enemies including egypt allies aging king david favors son solomon successor davids elder son prince adonijah warrior declares king david learns publicly announces solomon successor adonijah joab withdraw rage israel prospers king solomons wise benevolent rule seen threat tyrannical monarchs region pharaoh egypt agrees cede red sea port queen sheba plot undermine solomons rule sheba seduce solomon introduce sheban pagan worship jerusalem meanwhile prince adonijah banished conspires pharaoh army defeat solomon film highly fictionalized dramatization events depicted bible kings chapter 10 chronicles chapter 9,drama history romance war,israel egypt religion supernatural epic
fifty shades of black,inexperienced college student meets wealthy businessman sexual practices strain relationship,romance comedy,sex black parody spoof millionaire
not easily broken,car accident shifting affections test bond married couple,drama romance,nan
a farewell to arms,british nurse catherine barkley helen hayes american lieutenant frederic henry gary cooper fall love world war italy eventually separated frederics transfer tremendous challenges difficult decisions war rages academy awards winner cinematography sound recording nominated picture art direction,drama romance war,italy nurse love letter officer priest escape hospital friend precode air raid ambulance driver battle isonzo air attack
the perfect match,terrence stars charlie playboy whos convinced relationships dead friends donald faison robert c riley bet sticks woman month hes bound attached charlie denies crosses paths beautiful mysterious eva played singeractress cassie agree casual affair eventually charlie questioning actually,comedy romance,bet match playboy fear commitment friend
digimon: the movie,story focused tai kari kamiya adventure digital world encounter digimon happened children tai kari wake morning digiegg computer night egg soon hatches revealing botamon digimon evolves koromon agumon friends tai series somehow koromon kari remember goes unintentionally destroys neighborhood kari riding digiegg appears sky reveal evil digimon parrotmon agumon digivolves greymon isnt strong beat parrotmon knocked tai grabs karis whistle wakes greymon defeats parrotmon disappears,fantasy animation science fiction family,video game monster loss energy egg computer vs evil internet based video game giant egg animal trainer superhero kids anime
saved!,teenage mary cummings born life enter senior american eagle christian school near baltimore fundamentalist christian friends hilary faye veronica whom formed girl called christian jewels perfectâuntil maryâs perfect christian boyfriend dean tells theyâre swimming underwater hes gay,comedy drama,christianity gay coming independent film coming age lgbt child
les invasions barbares,belated sequel decline american empire 50something montreal college professor remy learns dying liver cancer decides amends meet friends family dies tries peace exwife louise estranged son sebastian successful businessman living london home sebastian makes impossible happen using contacts disrupting entire canadian system help father fight terminal illness bitter tries reunite former friends pierre alain dominique diane claude friend passes,comedy crime drama,father son relationship socialism yuppie professor dying death cancer money university illness dying family conflict friend
robin and marian,whatever robin hood famed tale deeds sequel takes robin merry bested sheriff nottingham following richard lionhearted crusades robin sean connery returns sherwood forest drastically changed audrey hepburn plays stalwart marian â¦ whos joined nunnery,action adventure drama romance,england crusade robin hood king richard
the forsaken,race time searches cure becoming infected virus eventually bloodsucking vampire,action adventure horror thriller,vampire moon poster hitchhiker homoeroticism newspaper headline vampire slayer switchblade gun mouth film canister playing chicken blood sucking traffic violation virus
force 10 from navarone,mallory miller survivors navarone sent mission unit called force 10 led colonel barnsby force 10 mission own boys,action adventure war thriller,gun traitor nazis bridge major colonel blood sergeant battle partisan woman task force keith mallory
uhf,eccentric manager uhf television channel tries save station financial ruin odd array programming,comedy,loser tv station game tv star music video satire cult film indiana jones spoof scene music spoof
grandma's boy,hes 35 alex acts hes 13 spending days worlds video game tester evenings developing xbox game kicked apartment forced move grandmother,comedy,video game grandmother grandson relationship child stoner game tester
slums of beverly hills,1976 lowermiddleclass teenager struggles cope living neurotic family nomads outskirts beverly hills,comedy drama,sex independent film moving beverly hills woman director nursing school nomad
c'era una volta il west,classic western masterpiece epic film widow land life danger railroad getting closer closer taking mysterious harmonica player joins forces desperado protect woman land,western,showdown bounty bounty hunter loss brother sadness blackmail harmonica anti hero auction dying death peasant insanity spaghetti western
made,aspiring boxers lifelong friends involved moneylaundering scheme lowlevel organized crime,action comedy thriller,nan
moon,weeks left contract sam bell getting anxious finally return earth occupant moonbased manufacturing facility computer assistant gerty accident wakens,science fiction drama,moon artificial intelligence clone isolation future dystopia space cloning moon base
keeping up with the steins,hilarity breaks loose heartwarming comingofage comedy generations fiedlers collide crazy family reunion prepare biggest bar mitzvah block begin theyre alike theyd originally,comedy,bar mitvah party independent film
sea rex 3d: journey to a prehistoric world,power imax 3d experience wondrous adventure dinosaur age join julie imaginative woman unique voyage time space explore amazing underwater universe inhabited largerthanlife creatures ruling seas dinosaurs conquered earth science alive entertaining manner ready facetoface encounter trex seas,documentary,prehistoric dinosaur imax underwater scene 3d short
the sweet hereafter,mountain community canada devastated school bus accident leaves dozen children dead bigcity lawyer arrives help survivors victims families prepare classaction suit efforts push townspeople apart time teenage survivor accident reckon loss innocence brought damage,drama,canada suffering village paralysis independent film lawyer school bus vehicular accident
des hommes et des dieux,french drama based 1996 kidnapping killing seven monks algeria trappist monks reside monastery tibhirine algeria live harmony muslim population bloody conflict algerias army muslim jihadi insurgents disrupts peace forced consider fleeing monastery deserting villagers ministered deadly violence monks wrestle faith convictions eventually deciding stay help neighbours army insurgents bay,drama history,monk sunrise medicine hostage evacuation koran protection french community peace faith based true story religion terrorism
bottle shock,parisbased wine expert steven spurrier heads california search cheap wine blind taste test french capital stumbling napa valley stuckup englishman shocked discover winery topnotch chardonnay determined name sets getting booze paris,comedy drama,wine garden wine winzer
jekyll and hyde ... together again,dr jekyll mark blankfield inhales white powder obnoxious southern californian,comedy horror science fiction,double life musical jekyll hyde
heavenly creatures,based true story juliet hulme pauline parker close friends share love fantasy literature conspire kill paulines mother tries girls intense obsessive relationship,drama fantasy,mother sex secret obsession literature nudity fantasy passion love friends murder independent film lesbian true relationship
90 minutes in heaven,involved horrific car crash pronounced dead life hour half claiming seen heaven,drama,hospital church
everything must go,alcoholic relapses causing lose wife job holds yard sale front lawn attempt start neighbor key return form,comedy drama romance,alcohol arizona beer playboy independent film salesman pregnant repo
zero effect,daryl zero private investigator assistant steve arlo solves impossible crimes puzzles master investigator zero doesnt social skills writes bad music drives arlo crazy zero blackmailing rich executive client wont tell,comedy crime mystery thriller,detective blackmail independent film
the machinist,machinist story trevor reznik latheoperator dying insomnia machine shop occupational hazards bad normal circumstances trevor risks compounded fatigue trevor lost ability sleep ordinary insomnia,thriller drama,factory insomnia post machinist cleaning bathroom tile osha taunting manhole armed torment department motor vehicles mothers day losing weight photograph dostoevsky
light sleeper,drug dealer upscale clientele moral daily deliveries reformed addict gotten wife left couple deliveries worry mental wellbeing effectiveness job meanwhile killing women apparently drugrelated incidents,drama crime,suicide drug dealer redemption addict existentialism
kill the messenger,reporter target vicious smear campaign drives suicide exposes cias role arming contra rebels nicaragua importing cocaine california based true story journalist gary webb,thriller crime drama mystery,biography
rabbit hole,life happy couple upside son dies accident,drama,loss son trauma toy marriage grief memory crying parking lot therapy car seat
party monster,york club scene 80s 90s world candycolored mirror ball playground stepped michael alig wannabe special watchful eye veteran club kid james st james alig quickly rose top,comedy drama crime,york hotel based novel birthday bath nightclub donut hallucination costume injection death friend arrest police party friends independent film relationship money drug
green room,punk rock band themselves trapped secluded venue stumbling horrific act violence,horror crime thriller,skinhead heroin music coverup murder suspense gore duct tape swastika pitbull witness murder meat cleaver bitten neck neo nazi punk band fire extinguisher mumblegore killer dog mauling box cutter feedback mic stand
the oh in ohio,priscilla jack appear perfect couple secret sexually frustrated separate hope resolving situation jack moves bachelor pad begins affair student priscilla discovers joys selfpleasuring unusual bedmate,comedy drama romance,sex adultery depression infidelity nightclub nudity orgasm promise bikini guru love lesbian lust drug therapy pleasure
atlas shrugged part iii: who is john galt?,approaching collapse nations economy quickly eroding crime fear countryside government continues exert brutal force nations productive mysteriously vanishing leaving wake despair answer woman stands stop control stop save swore life swore,drama science fiction mystery,trilogy ayn rand
bottle rocket,release mental hospital following nervous breakdown directionless anthony joins friend dignan sane former dignan hatched hairbrained scheme asyetunspecified crime spree somehow involves former boss supposedly legendary henry,comedy crime drama,brother brother relationship robbery burglar language barrier motel independent film psychiatric hospital maid theft nervous breakdown escapade laundry
albino alligator,petty thieves police believe major criminals chased basement bar five hostages including bar employees rest movie deals cops lurking outside bar trio try hold situation inside,crime drama thriller,brother brother relationship bar gun hostage siege police suspense
"gandhi, my father",gandhi father producer anil kapoor director feroz abbas khan shed light onto gandhi person gandhi icon using gandhiâs political career canvas film paints picture intricate complex strained relationship son harilal gandhi,drama foreign history,biography mahatma gandhi tragedy
standard operating procedure,errol morris examines incidents abuse torture suspected terrorists hands forces abu ghraib prison,documentary,prison prisoner jail guard prison cell bagdad iraq photography detention camp torture soldier humiliation
out of the blue,dennis hopper harddrinking truck driver loses control truck influence slams busload screaming children serving five jail sentence hopper daughter cebe linda manz love live grown rebellious punk backwater town barely looked junkie mon sharron farrell cebes hopes becoming normal family painfully proves doomed desperately tries hold hoppers loose naturalistic style sympathetic critical attitude infuses drama painful power finally erupts devastating thrillling conclusion,drama,punk independent film coming age teenage girl alcoholic father
tucker and dale vs evil,hillbillies suspected killers paranoid college kids camping near duos west virginian cabin body count climbs fear confusion college kids try seek revenge pair,comedy horror,cabin chainsaw hillbilly body chipper cut jeans
"lovely, still",holiday fable tells story elderly discovering love time,drama romance,independent film
tycoon,engineer johnny munroe enlisted build railroad tunnel mountain reach mines task complicated ethics compromised falls love bosss daughter,action drama romance,mountains engineer railroad ethics
